titulo;tamanho;links;categorias;;;;;;;;;;;
;;;;Túmulo do pai de Ziro Desilijic Tiure;1057;14;1;;;;;;;
;;;;Esfera de treinamento Marksman-H;1057;7;1;;;;;;;
;;;;"Star Wars: Obi-Wan &amp; Anakin";1057;10;1;;;;;;;
;;;;Zab;1057;16;2;;;;;;;
;;;;Cyrkon;1058;16;1;;;;;;;
;;;;Lysatra;1058;9;1;;;;;;;
;;;;Caça estelar Alpha-3 classe Nimbus V-Wing;1059;19;3;;;;;;;
;;;;Pok (Mon Calamari);1060;16;2;;;;;;;
;;;;Veertag;1060;14;3;;;;;;;
;;;;Stattata;1060;10;1;;;;;;;
;;;;Darth Vader 11: Sombras e Segredos_ Parte V;1061;0;0;;;;;;;
;;;;16 de Janeiro;1062;22;2;;;;;;;
;;;;Doutrina Opalina;1063;19;1;;;;;;;
;;;;25 de Abril;1063;19;0;;;;;;;
;;;;Cala;1065;18;3;;;;;;;
;;;;Academia Imperial para Jovens;1065;9;1;;;;;;;
;;;;Fate of the Jedi: Ascension;1066;17;1;;;;;;;
;;;;Setor Seswenna;1066;13;1;;;;;;;
;;;;Darth Vader 9: Sombras e Segredos_ Parte III;1066;0;0;;;;;;;
;;;;Kestos Menor;1067;6;1;;;;;;;
;;;;Batalha de Kamino;1068;12;0;;;;;;;
;;;;Darth Vader 10: Sombras e Segredos_ Parte IV;1068;0;0;;;;;;;
;;;;Coruscant Nights I: Jedi Twilight;1069;10;1;;;;;;;
;;;;Chesna Braker;1069;11;2;;;;;;;
;;;;Foss;1069;16;5;;;;;;;
;;;;Rorna;1069;14;3;;;;;;;
;;;;Duros;1070;13;1;;;;;;;
;;;;Star Wars: The Clone Wars (webcomics);1071;10;2;;;;;;;
;;;;Stromm;1071;16;2;;;;;;;
;;;;Sabre de luz de Anakin Skywalker (desambiguação);1071;16;0;;;;;;;
;;;;Tymo;1072;11;1;;;;;;;
;;;;Base Echo;1074;11;1;;;;;;;
;;;;Biolaboratórios Kelen;1074;11;1;;;;;;;
;;;;Sistema Chrelythiumn;1074;7;1;;;;;;;
;;;;28 de Janeiro;1076;21;2;;;;;;;
;;;;Targada;1076;12;2;;;;;;;
;;;;Torilídio;1077;12;1;;;;;;;
;;;;Labyrinth of Evil;1078;9;1;;;;;;;
;;;;So-Hem;1078;14;4;;;;;;;
;;;;Ea;1078;14;1;;;;;;;
;;;;Comics Star Wars 24;1079;10;0;;;;;;;
;;;;Ord Biniir;1079;6;1;;;;;;;
;;;;Comics Star Wars 22;1080;10;0;;;;;;;
;;;;Soar da Trombeta;1080;14;1;;;;;;;
;;;;Nouane;1080;8;1;;;;;;;
;;;;Sistema Arkanis;1080;11;2;;;;;;;
;;;;Uray;1080;13;1;;;;;;;
;;;;13 de Maio;1080;28;0;;;;;;;
;;;;Fate of the Jedi: Vortex;1081;17;1;;;;;;;
;;;;Comics Star Wars 21;1081;10;0;;;;;;;
;;;;Comics Star Wars 23;1081;10;0;;;;;;;
;;;;Polnichk;1081;16;2;;;;;;;
;;;;14 de Abril;1081;22;0;;;;;;;
;;;;Kren Blista-Vanee;1082;13;3;;;;;;;
;;;;Vorlag;1082;8;0;;;;;;;
;;;;Comics Star Wars 20;1083;10;0;;;;;;;
;;;;Comics Star Wars 25;1083;10;0;;;;;;;
;;;;Wiley;1083;16;3;;;;;;;
;;;;Andelm IV;1083;10;1;;;;;;;
;;;;Sistema Abafar;1083;6;2;;;;;;;
;;;;Negro quatro;1084;12;1;;;;;;;
;;;;Niriian;1086;18;3;;;;;;;
;;;;Sistema Sumitra;1086;10;1;;;;;;;
;;;;Sistema Cymoon;1086;11;0;;;;;;;
;;;;Ascensão da Força Sombria;1087;17;1;;;;;;;
;;;;Bon Yoth;1087;16;2;;;;;;;
;;;;Brev;1087;13;0;;;;;;;
;;;;16 de Maio;1087;23;0;;;;;;;
;;;;23 de Fevereiro;1088;20;2;;;;;;;
;;;;2 de Janeiro;1088;19;1;;;;;;;
;;;;Elainye Pryce;1088;17;4;;;;;;;
;;;;Wikipédia;1090;7;1;;;;;;;
;;;;Comics Star Wars 26;1091;10;0;;;;;;;
;;;;Espaço Kallidahin;1091;6;0;;;;;;;
;;;;Suntilla;1092;12;1;;;;;;;
;;;;Fragata de escolta EF76 Nebulon-B;1092;6;1;;;;;;;
;;;;"Slayn &amp; Korpil";1092;13;1;;;;;;;
;;;;Frota dos Mundos Livres;1092;14;1;;;;;;;
;;;;Pick;1093;15;4;;;;;;;
;;;;Cymoon 1;1094;15;2;;;;;;;
;;;;Conselho Executivo Imperial;1094;16;1;;;;;;;
;;;;Pasher;1094;14;2;;;;;;;
;;;;Penrie;1095;24;4;;;;;;;
;;;;Base de Suprimentos Imperial de Imdaar;1095;9;1;;;;;;;
;;;;The Completely Unofficial Star Wars Encyclopedia;1096;10;1;;;;;;;
;;;;Star Wars Adventure Journal;1096;10;1;;;;;;;
;;;;Timothy S. O'Brien;1097;11;1;;;;;;;
;;;;Hober;1097;18;3;;;;;;;
;;;;Ranulf Tarkin;1097;15;3;;;;;;;
;;;;Varish Vicly;1098;12;0;;;;;;;
;;;;StarWars.com;1099;10;1;;;;;;;
;;;;Joel McNeely;1099;12;2;;;;;;;
;;;;Hroth;1099;5;1;;;;;;;
;;;;Motor de Impulso Fusão 4L4;1099;6;1;;;;;;;
;;;;Chalacta;1100;15;1;;;;;;;
;;;;Tiaan Jerjerrod;1100;13;3;;;;;;;
;;;;Fruun;1100;15;3;;;;;;;
;;;;7 de Abril;1100;23;0;;;;;;;
;;;;Auxi Kray Korbin;1101;15;2;;;;;;;
;;;;Setor Perkell;1101;12;1;;;;;;;
;;;;Akar-Deshu;1101;20;3;;;;;;;
;;;;Sluis Van;1102;7;1;;;;;;;
;;;;Vigilância (classe Imperial);1103;19;1;;;;;;;
;;;;Fektrin;1105;18;2;;;;;;;
;;;;Pescador (Carnelion IV);1105;14;1;;;;;;;
;;;;Star Wars 11 (Ediouro);1108;12;1;;;;;;;
;;;;The Walt Disney Company;1108;8;1;;;;;;;
;;;;Star Wars Gamer;1109;19;1;;;;;;;
;;;;R2-BHD;1109;13;2;;;;;;;
;;;;Fate of the Jedi: Backlash;1111;20;1;;;;;;;
;;;;Thon;1111;22;3;;;;;;;
;;;;1988;1112;20;1;;;;;;;
;;;;Prefsbelt;1112;8;1;;;;;;;
;;;;Labirinto Rishi;1113;16;2;;;;;;;
;;;;27 de Abril;1113;18;0;;;;;;;
;;;;Cloak of Deception;1115;18;1;;;;;;;
;;;;Galidraan III;1115;9;2;;;;;;;
;;;;Angel;1116;16;2;;;;;;;
;;;;Vaxvissh Kal Ness;1116;10;1;;;;;;;
;;;;Sistema Telaris;1116;7;0;;;;;;;
;;;;Kason;1117;17;2;;;;;;;
;;;;Ofensiva na Orla Média;1117;16;1;;;;;;;
;;;;Nível 1313;1117;11;1;;;;;;;
;;;;Dak Ralter;1118;21;3;;;;;;;
;;;;Orgadomo Dokura;1118;15;3;;;;;;;
;;;;Chiffonage;1118;14;3;;;;;;;
;;;;Balsa Gravitacional;1118;3;1;;;;;;;
;;;;Kenner Loring;1119;11;1;;;;;;;
;;;;Departamento de Registros da Corporação Corelliana de Engenharia;1119;9;1;;;;;;;
;;;;Setor Belderone;1120;13;1;;;;;;;
;;;;Star Wars: Darth Maul_ Parte V;1120;14;0;;;;;;;
;;;;Gall Trayvis;1121;10;0;;;;;;;
;;;;Herdessa;1121;7;1;;;;;;;
;;;;31 de Janeiro;1122;25;1;;;;;;;
;;;;Dark Nest I: The Joiner King;1123;12;1;;;;;;;
;;;;5 de Janeiro;1124;23;1;;;;;;;
;;;;Droide de protocolo;1124;7;0;;;;;;;
;;;;Myomar;1124;10;0;;;;;;;
;;;;Star Wars: Episode I Racer;1125;19;4;;;;;;;
;;;;Kitwarr;1125;21;3;;;;;;;
;;;;2002;1126;21;1;;;;;;;
;;;;Estaleiro Móvel R/M 4;1126;17;1;;;;;;;
;;;;Moff;1127;23;1;;;;;;;
;;;;Picanços;1127;14;1;;;;;;;
;;;;Lassa Rhayme;1127;15;3;;;;;;;
;;;;7 de Março;1127;24;0;;;;;;;
;;;;Levi Trindade;1128;10;2;;;;;;;
;;;;Salikk;1128;18;2;;;;;;;
;;;;Nibiru Chamas;1129;13;2;;;;;;;
;;;;Dragão Carneliano;1130;16;3;;;;;;;
;;;;Senhor Ossudo;1131;19;0;;;;;;;
;;;;Shu Mai;1131;19;2;;;;;;;
;;;;Culper;1131;18;2;;;;;;;
;;;;Ascenção (classe Imperial);1132;17;1;;;;;;;
;;;;Kara-bin;1132;7;1;;;;;;;
;;;;Caitken;1133;12;2;;;;;;;
;;;;Balnab;1134;6;1;;;;;;;
;;;;Dasoor;1134;7;1;;;;;;;
;;;;Darth Wyyrlok (desambiguação);1135;14;0;;;;;;;
;;;;CC-2224;1135;22;1;;;;;;;
;;;;Sistema Reegiano;1135;9;2;;;;;;;
;;;;Batalha de Maborn;1137;15;1;;;;;;;
;;;;Sistema Refnu;1137;7;1;;;;;;;
;;;;Tarsunt;1138;14;1;;;;;;;
;;;;Torvo Bolo;1138;12;3;;;;;;;
;;;;Setor Quelli;1139;10;1;;;;;;;
;;;;Dark Lord: The Rise of Darth Vader;1140;7;1;;;;;;;
;;;;Fate of the Jedi: Apocalypse;1140;18;1;;;;;;;
;;;;15 de Dezembro;1141;21;1;;;;;;;
;;;;Surat Nuat;1141;17;3;;;;;;;
;;;;Hetto;1141;10;1;;;;;;;
;;;;Batalha de Bamayar;1142;17;1;;;;;;;
;;;;Kryndal;1142;20;3;;;;;;;
;;;;Lantilles;1144;11;1;;;;;;;
;;;;Fechado;1144;18;1;;;;;;;
;;;;Spynet Bothana;1145;14;1;;;;;;;
;;;;Corrente Profunda;1145;10;1;;;;;;;
;;;;Hatchet;1146;19;4;;;;;;;
;;;;29 de Abril;1147;26;1;;;;;;;
;;;;Cosiano;1147;7;1;;;;;;;
;;;;Springbuck;1147;13;2;;;;;;;
;;;;Gannis Ducain;1148;9;2;;;;;;;
;;;;Naria;1148;15;3;;;;;;;
;;;;2009;1149;26;1;;;;;;;
;;;;Dav Taffral;1149;16;3;;;;;;;
;;;;Companhia Chave Vermelha;1150;11;1;;;;;;;
;;;;Bor Gullet;1151;10;1;;;;;;;
;;;;Legacy of the Force: Inferno;1152;12;1;;;;;;;
;;;;Sistemas de Frota Sienar-Jaemus;1152;10;0;;;;;;;
;;;;Plano K10;1153;16;1;;;;;;;
;;;;Inteligência Militar;1153;9;1;;;;;;;
;;;;Docas de Refnu;1153;11;1;;;;;;;
;;;;Club Penguin: Star Wars;1154;10;2;;;;;;;
;;;;Ataque à Tayron;1155;18;1;;;;;;;
;;;;Star Wars: Empire: The Wrong Side of the War;1155;14;0;;;;;;;
;;;;The New Essential Chronology;1156;13;1;;;;;;;
;;;;Palácio Imperial;1156;16;0;;;;;;;
;;;;Narmn;1157;15;3;;;;;;;
;;;;Trooper de Magma;1157;12;1;;;;;;;
;;;;Lom Pyke;1158;18;3;;;;;;;
;;;;Setor Bormea;1158;13;1;;;;;;;
;;;;Midi-chlorian;1159;4;1;;;;;;;
;;;;Setor Kuat;1159;14;1;;;;;;;
;;;;Lagon;1159;18;3;;;;;;;
;;;;1987;1160;23;1;;;;;;;
;;;;17 de Janeiro;1160;23;1;;;;;;;
;;;;Durs;1160;15;1;;;;;;;
;;;;Sun Fac;1161;14;3;;;;;;;
;;;;Faazah;1161;17;3;;;;;;;
;;;;Sanguessuga;1161;16;3;;;;;;;
;;;;Star Wars: Darth Maul_ Parte IV;1161;15;0;;;;;;;
;;;;Po Nudo;1162;22;3;;;;;;;
;;;;Jae Lin;1162;20;3;;;;;;;
;;;;Bot;1162;23;3;;;;;;;
;;;;Ultimatum (classe Imperial);1164;21;1;;;;;;;
;;;;Mãe de Nakari Kelen;1165;16;3;;;;;;;
;;;;2020;1166;10;1;;;;;;;
;;;;Von Geiz;1166;14;2;;;;;;;
;;;;Sistema Phindar;1166;13;1;;;;;;;
;;;;Zanyo Arak;1166;9;1;;;;;;;
;;;;Sian Tevv;1167;14;1;;;;;;;
;;;;Rocket trooper (Primeira Ordem);1167;10;1;;;;;;;
;;;;Star Wars Galaxies Trading Card Game;1168;13;2;;;;;;;
;;;;Ketticus Brayl;1168;13;2;;;;;;;
;;;;Andrithal Robb-Voti;1169;22;3;;;;;;;
;;;;Estação de Comunicação de Malastare;1170;11;1;;;;;;;
;;;;28 de Abril;1171;25;1;;;;;;;
;;;;Tales of the Jedi: Dark Lords of the Sith (áudio);1171;27;2;;;;;;;
;;;;19 de Fevereiro;1171;30;0;;;;;;;
;;;;Dróide de protocolo série PZ;1171;8;0;;;;;;;
;;;;Shollan;1173;12;2;;;;;;;
;;;;Baz;1174;18;3;;;;;;;
;;;;Voren Na'al;1174;8;1;;;;;;;
;;;;Chagriano;1176;12;1;;;;;;;
;;;;Caça estelar Y-wing BTL;1178;12;6;;;;;;;
;;;;Sistema Toydaria;1178;14;1;;;;;;;
;;;;Oitava Divisão da Aliança;1210;13;1;;;;;;;
;;;;Raymus Antilles;1179;18;3;;;;;;;
;;;;Guerras Clônicas: 3ª Temporada;1180;15;1;;;;;;;
;;;;19 de Maio;1181;21;1;;;;;;;
;;;;Ryloth Livre;1181;14;1;;;;;;;
;;;;Sakhet;1181;22;3;;;;;;;
;;;;Esquadrão Rostu;1181;19;1;;;;;;;
;;;;Negro três;1181;14;1;;;;;;;
;;;;Setor Atrivis;1181;11;1;;;;;;;
;;;;Goor-Kooda;1182;17;2;;;;;;;
;;;;Pandora Books;1183;25;2;;;;;;;
;;;;Star Wars Encyclopedia;1183;11;1;;;;;;;
;;;;Arquiduque;1183;14;3;;;;;;;
;;;;Monti Callas;1183;18;4;;;;;;;
;;;;Dalven Kyrell;1184;19;4;;;;;;;
;;;;Habbel;1184;14;2;;;;;;;
;;;;Fábio Fernandes;1185;7;1;;;;;;;
;;;;Massacre em Asyrphus;1185;17;1;;;;;;;
;;;;Rothana;1185;9;2;;;;;;;
;;;;Sistema Tyrius;1185;14;2;;;;;;;
;;;;Kothal;1185;12;1;;;;;;;
;;;;13 de Janeiro;1186;22;1;;;;;;;
;;;;Trilogia de Darth Bane;1186;11;1;;;;;;;
;;;;Mala;1188;15;3;;;;;;;
;;;;Hinari;1190;9;1;;;;;;;
;;;;Richard Marquand;1191;15;1;;;;;;;
;;;;Artoz;1191;19;3;;;;;;;
;;;;Edan II;1191;9;2;;;;;;;
;;;;Rapace;1192;18;2;;;;;;;
;;;;Bestine;1195;23;3;;;;;;;
;;;;Cidade de Hanna;1196;25;3;;;;;;;
;;;;Cruzador Estelar classe Carraca;1197;10;3;;;;;;;
;;;;Steve Perry;1198;18;1;;;;;;;
;;;;Denny Delk;1198;22;1;;;;;;;
;;;;Embaixadora Imperial de Murkhana;1200;17;3;;;;;;;
;;;;Young Jedi Knights: Jedi Bounty;1201;17;1;;;;;;;
;;;;Aglomerado Tion;1201;14;1;;;;;;;
;;;;Lux-400;1202;4;1;;;;;;;
;;;;Omereth;1202;14;2;;;;;;;
;;;;Fuga de Mon Mothma de Coruscant;1202;10;1;;;;;;;
;;;;Ives;1204;15;2;;;;;;;
;;;;Cinza três;1204;11;1;;;;;;;
;;;;Amarelo;1205;22;1;;;;;;;
;;;;Vifra;1205;15;2;;;;;;;
;;;;SP-156;1205;19;3;;;;;;;
;;;;Força de Segurança das Regiões Fronteiriças;1206;10;1;;;;;;;
;;;;Lorrd;1206;9;1;;;;;;;
;;;;Comics Star Wars 16;1207;12;0;;;;;;;
;;;;Filia Rossi;1207;17;3;;;;;;;
;;;;Talay;1207;9;2;;;;;;;
;;;;The Force Unleashed (romance);1208;14;2;;;;;;;
;;;;Comics Star Wars 14;1208;12;0;;;;;;;
;;;;Comics Star Wars 15;1208;12;0;;;;;;;
;;;;Centares;1208;12;1;;;;;;;
;;;;Comics Star Wars 17;1209;12;0;;;;;;;
;;;;Star Wars 2 (Panini);1209;19;0;;;;;;;
;;;;Smug;1209;20;4;;;;;;;
;;;;Lola Sayu;1210;14;2;;;;;;;
;;;;Hern Kaveen;1210;12;1;;;;;;;
;;;;Homon;1210;9;2;;;;;;;
;;;;D4L1;1211;19;3;;;;;;;
;;;;Veraul;1211;18;3;;;;;;;
;;;;Llanic;1213;15;1;;;;;;;
;;;;Tanner Cadaman;1213;13;1;;;;;;;
;;;;Sterdic IV;1214;10;2;;;;;;;
;;;;Camerand Argell;1214;13;3;;;;;;;
;;;;Tomark;1215;9;2;;;;;;;
;;;;Comics Star Wars 18;1217;12;0;;;;;;;
;;;;Kiffex;1217;12;1;;;;;;;
;;;;LEGO Star Wars: The Quest for R2-D2 (filme);1219;12;5;;;;;;;
;;;;Palabar;1219;20;3;;;;;;;
;;;;Sistema Saleucami;1219;6;0;;;;;;;
;;;;Academia de Myomar;1220;17;1;;;;;;;
;;;;Taneetch Soonta;1222;22;2;;;;;;;
;;;;Sistema Corellia;1222;15;1;;;;;;;
;;;;Tierfon;1222;10;2;;;;;;;
;;;;Eternidade Sith;1222;10;1;;;;;;;
;;;;Methwat Tann;1224;17;3;;;;;;;
;;;;Khione;1224;22;4;;;;;;;
;;;;Stewjon;1224;13;1;;;;;;;
;;;;Setor Jóia Brilhante;1224;10;1;;;;;;;
;;;;Daran Norris;1225;9;1;;;;;;;
;;;;Coyerti;1225;16;1;;;;;;;
;;;;Stellan;1226;17;3;;;;;;;
;;;;Fife;1227;25;4;;;;;;;
;;;;Brigia;1227;9;2;;;;;;;
;;;;12 de Maio;1227;29;0;;;;;;;
;;;;Virujansi;1228;7;1;;;;;;;
;;;;Santuário;1228;8;2;;;;;;;
;;;;Junta dos Chefes;1229;15;1;;;;;;;
;;;;Prédio do Parlamento Separatista;1229;15;2;;;;;;;
;;;;Resistência Armada no Setor Atrivis;1229;11;1;;;;;;;
;;;;Squamatano;1229;19;1;;;;;;;
;;;;Comics Star Wars 29;1230;14;0;;;;;;;
;;;;Nakari Kelen;1230;20;3;;;;;;;
;;;;Golrath;1230;9;2;;;;;;;
;;;;Turkana;1230;9;2;;;;;;;
;;;;Barion Raner;1231;10;0;;;;;;;
;;;;Comics Star Wars 28;1232;14;0;;;;;;;
;;;;Sistema Otomok;1232;10;1;;;;;;;
;;;;Comics Star Wars 30;1233;14;0;;;;;;;
;;;;Black Box;1233;6;1;;;;;;;
;;;;Osi Sobeck;1233;20;3;;;;;;;
;;;;Phindar;1233;14;1;;;;;;;
;;;;Torpedo de íons;1233;16;3;;;;;;;
;;;;Terceira Lua de Ryloth;1233;12;1;;;;;;;
;;;;Gorse;1234;10;1;;;;;;;
;;;;Oficial de portão;1234;13;1;;;;;;;
;;;;Sistema Belderone;1234;15;1;;;;;;;
;;;;Centro Industrial de Durkteel;1234;13;1;;;;;;;
;;;;REBEL STORM - 11 Obi-Wan Kenobi;1235;7;1;;;;;;;
;;;;Gan Moradir;1235;11;2;;;;;;;
;;;;Rilo Tang;1235;14;3;;;;;;;
;;;;Caravana da Coragem: Uma Aventura dos Ewoks;1237;10;2;;;;;;;
;;;;PZ-4CO;1237;15;2;;;;;;;
;;;;Anteevy;1237;12;1;;;;;;;
;;;;Zaluna Myder;1237;14;2;;;;;;;
;;;;Maus Monare;1238;18;3;;;;;;;
;;;;ABC;1239;11;2;;;;;;;
;;;;Nebula Wisp;1239;6;1;;;;;;;
;;;;Liberação de Beltire;1240;18;1;;;;;;;
;;;;Adwin Charu;1241;17;3;;;;;;;
;;;;Philap Bygar;1243;20;3;;;;;;;
;;;;Aemon Gremm;1243;15;3;;;;;;;
;;;;The Essential Atlas;1244;16;1;;;;;;;
;;;;Fate of the Jedi: Omen;1244;18;1;;;;;;;
;;;;Carnelion IV;1244;29;1;;;;;;;
;;;;Screed;1244;15;3;;;;;;;
;;;;Heurys;1244;15;2;;;;;;;
;;;;Yama Dex;1245;17;3;;;;;;;
;;;;Comics Star Wars 27;1246;14;0;;;;;;;
;;;;Harus Ison;1246;20;3;;;;;;;
;;;;Star Wars: The Clone Wars: Republic Heroes;1247;18;1;;;;;;;
;;;;Daultay Dofine;1247;19;3;;;;;;;
;;;;Bren Derlin;1247;19;4;;;;;;;
;;;;Lawrence Kasdan;1249;11;1;;;;;;;
;;;;Star Wars: Darth Vader (desambiguação);1249;18;0;;;;;;;
;;;;Bloqueio Imperial em Ibaar;1251;10;1;;;;;;;
;;;;Líder Caveira;1253;16;1;;;;;;;
;;;;Esquadrão de Mace Windu;1253;22;2;;;;;;;
;;;;Neeraj Menon;1254;14;2;;;;;;;
;;;;Lista do Star Wars Miniatures;1255;19;1;;;;;;;
;;;;Kendy Idele;1255;26;8;;;;;;;
;;;;Narquois;1255;13;1;;;;;;;
;;;;Sistema Kellux;1255;9;0;;;;;;;
;;;;Gromas;1256;13;2;;;;;;;
;;;;Pade;1257;21;3;;;;;;;
;;;;Smikes;1257;24;3;;;;;;;
;;;;Setor Sujimis;1257;23;2;;;;;;;
;;;;Star Wars: General Grievous 4;1259;21;1;;;;;;;
;;;;Star Wars: Attack of the Clones: The Visual Dictionary;1260;7;1;;;;;;;
;;;;Jova Tarkin;1260;22;3;;;;;;;
;;;;Revan;1260;12;2;;;;;;;
;;;;ZED-6-7;1260;11;0;;;;;;;
;;;;Blaster de Jyn Erso;1261;14;2;;;;;;;
;;;;Massacre do Império em Ghorman;1261;11;1;;;;;;;
;;;;Databank (original);1262;10;1;;;;;;;
;;;;Divisão de Logística em Terra;1263;14;1;;;;;;;
;;;;Celanon;1263;9;0;;;;;;;
;;;;3 de Junho;1264;24;2;;;;;;;
;;;;Crèche;1264;15;1;;;;;;;
;;;;Reboque;1266;3;1;;;;;;;
;;;;Vanguarda;1266;20;0;;;;;;;
;;;;Okadiah Garson;1267;16;3;;;;;;;
;;;;Nave exploradora;1268;19;1;;;;;;;
;;;;26 de Janeiro;1269;24;2;;;;;;;
;;;;Esposa de governador Aqualish não identificado;1269;22;3;;;;;;;
;;;;Darth Vader 12: Sombras e Segredos_ Parte VI;1269;0;0;;;;;;;
;;;;Momin;1270;19;4;;;;;;;
;;;;Sistema Kuat;1270;16;2;;;;;;;
;;;;The Official Star Wars Fact File;1271;9;1;;;;;;;
;;;;Voto de Desconfiança;1271;12;1;;;;;;;
;;;;Conselho de Sistemas Neutros;1271;17;1;;;;;;;
;;;;Forças Judiciais;1271;19;2;;;;;;;
;;;;Ramy;1272;18;3;;;;;;;
;;;;Frank Oz;1274;17;3;;;;;;;
;;;;Kyrsta Agate;1274;18;3;;;;;;;
;;;;Remembrance;1274;18;1;;;;;;;
;;;;Kaiden Scorbo;1274;10;1;;;;;;;
;;;;Feldstrom;1275;16;3;;;;;;;
;;;;Hostis Ij;1276;19;3;;;;;;;
;;;;Hanna;1276;17;2;;;;;;;
;;;;Utani Xane;1277;17;1;;;;;;;
;;;;Titânio;1278;19;1;;;;;;;
;;;;Korro;1278;19;3;;;;;;;
;;;;Sairgon;1278;21;2;;;;;;;
;;;;Owerto Naiucho;1280;14;2;;;;;;;
;;;;Nam Chorios;1280;14;2;;;;;;;
;;;;NK-409;1281;15;3;;;;;;;
;;;;Drusil Bephorin;1286;17;4;;;;;;;
;;;;Ibaar;1286;8;0;;;;;;;
;;;;Setor Thand;1286;10;1;;;;;;;
;;;;3 de Janeiro;1287;24;2;;;;;;;
;;;;Legacy of the Force: Betrayal;1287;17;1;;;;;;;
;;;;0 DBY;1287;19;1;;;;;;;
;;;;Ghest;1287;26;7;;;;;;;
;;;;Quermia;1287;9;1;;;;;;;
;;;;Conselho Jedi Rio de Janeiro;1288;8;2;;;;;;;
;;;;Bane (desambiguação);1289;21;1;;;;;;;
;;;;Charko;1290;18;2;;;;;;;
;;;;Lug;1291;17;3;;;;;;;
;;;;Boba Fett: Hunted;1292;15;1;;;;;;;
;;;;Maximian Ajax;1292;19;2;;;;;;;
;;;;Tynna;1292;11;1;;;;;;;
;;;;Idiot's Array;1293;20;1;;;;;;;
;;;;Bracchia;1293;19;4;;;;;;;
;;;;Comics Star Wars 10;1294;15;1;;;;;;;
;;;;Kylia Stryder;1294;17;2;;;;;;;
;;;;Star Wars: Darth Maul;1295;20;0;;;;;;;
;;;;Ano-luz;1296;11;1;;;;;;;
;;;;Brill;1296;21;3;;;;;;;
;;;;Aang;1296;18;3;;;;;;;
;;;;Academia Imperial de Uyter;1296;14;0;;;;;;;
;;;;Dral;1296;14;3;;;;;;;
;;;;Mirrin Prime;1298;9;1;;;;;;;
;;;;Sera;1299;24;4;;;;;;;
;;;;Vanguarda Rebelde;1299;15;2;;;;;;;
;;;;Samuel L. Jackson;1301;14;1;;;;;;;
;;;;Taanab;1301;20;1;;;;;;;
;;;;Mahran;1301;25;2;;;;;;;
;;;;Drelomon;1301;18;3;;;;;;;
;;;;9 de Janeiro;1302;26;2;;;;;;;
;;;;27 de Janeiro;1302;25;2;;;;;;;
;;;;Gahee'abee;1302;18;3;;;;;;;
;;;;Farstey;1302;10;2;;;;;;;
;;;;Lok Durd;1303;18;3;;;;;;;
;;;;2008;1305;25;1;;;;;;;
;;;;Commenor;1305;15;2;;;;;;;
;;;;Setor Mandalore;1305;16;1;;;;;;;
;;;;Sakas;1306;21;3;;;;;;;
;;;;Comics Star Wars 13;1307;15;1;;;;;;;
;;;;O Retorno de Jedi: História Baseada no Filme;1307;13;2;;;;;;;
;;;;Streak;1308;7;1;;;;;;;
;;;;Kes Dameron;1309;27;3;;;;;;;
;;;;Amrashad;1309;19;3;;;;;;;
;;;;Acólitos do Além;1309;19;1;;;;;;;
;;;;Comics Star Wars 11;1311;15;1;;;;;;;
;;;;Rorak;1311;26;3;;;;;;;
;;;;Ved Foslo;1312;28;3;;;;;;;
;;;;Cruzador leve classe Arquitens;1312;18;1;;;;;;;
;;;;Fil;1312;23;1;;;;;;;
;;;;Star Wars: The Force Unleashed (desambiguação);1313;12;2;;;;;;;
;;;;Ryiin;1313;17;2;;;;;;;
;;;;Freerunner;1316;6;0;;;;;;;
;;;;Raxus Prime;1316;8;1;;;;;;;
;;;;5 de Maio;1317;24;0;;;;;;;
;;;;Tracene Kane;1318;19;2;;;;;;;
;;;;Lero Danthe;1319;21;4;;;;;;;
;;;;Doowan;1320;20;3;;;;;;;
;;;;Missão em Denon;1322;22;1;;;;;;;
;;;;Mundo em Quarentena III;1322;8;1;;;;;;;
;;;;Setor Nuiri;1322;13;1;;;;;;;
;;;;Ganthel;1323;12;2;;;;;;;
;;;;Fitz;1323;23;4;;;;;;;
;;;;Academia Imperial;1324;27;1;;;;;;;
;;;;Serchill Rostok;1324;23;5;;;;;;;
;;;;Batalha de Blacktar Cyst;1325;19;1;;;;;;;
;;;;Dark Forces: Rebel Agent;1327;16;1;;;;;;;
;;;;Cartel Hutt;1327;11;1;;;;;;;
;;;;Grolt;1327;19;3;;;;;;;
;;;;Reticent;1330;11;1;;;;;;;
;;;;Terr Taneel;1330;10;1;;;;;;;
;;;;30 de Janeiro;1331;27;2;;;;;;;
;;;;Geeska Dotalo;1331;19;3;;;;;;;
;;;;Gulin;1331;23;3;;;;;;;
;;;;Chiss;1333;19;1;;;;;;;
;;;;Breehld;1333;22;3;;;;;;;
;;;;Jedi vs. Sith: The Essential Guide to the Force;1334;5;1;;;;;;;
;;;;Tohna;1336;19;3;;;;;;;
;;;;Belderone;1336;12;2;;;;;;;
;;;;Velusia;1336;13;1;;;;;;;
;;;;Karlsen;1337;18;3;;;;;;;
;;;;Navah;1337;15;3;;;;;;;
;;;;Star Wars: Jedi Knight II: Jedi Outcast;1338;12;3;;;;;;;
;;;;Star Wars: The Ultimate Visual Guide;1338;11;1;;;;;;;
;;;;Burque;1339;26;3;;;;;;;
;;;;Vetine;1339;18;1;;;;;;;
;;;;Batalha de Mantooine;1339;12;1;;;;;;;
